Total Bytes Allocated,Registery Access,Write Operations,ActiveX Controls,Network Activities,Directory and File Operations,Embedded iframes,Data Types and Handling,Label
0,0,0,0,0,0,0,0,Benign
284,0,0,0,0,0,0,0,Benign
7134,0,0,0,0,0,0,0,Benign
18,0,0,0,0,0,0,0,Benign
17488,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
125458,0,0,0,0,0,0,0,Benign
670,0,0,0,0,0,0,0,Benign
280,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
37704,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
15654,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
43802,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
68,0,0,0,0,0,0,0,Benign
1754,0,0,0,0,0,0,0,Benign
6982,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
109165086,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
5376,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
74,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
11126,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
78,0,0,0,0,0,0,0,Benign
9120,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
11166,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
284,0,0,0,0,0,0,0,Benign
762,0,0,0,0,0,0,0,Benign
68,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,8,0,0,0,0,0,0,Benign
3226,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
7088,0,0,0,0,0,0,0,Benign
426,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
24,0,0,0,0,0,0,0,Benign
284,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
5880,0,0,0,0,0,0,0,Benign
6206559826,0,0,0,0,0,0,0,Benign
726,0,0,0,0,0,0,0,Benign
102693,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
454,0,0,0,0,0,0,0,Benign
1308,0,0,0,0,0,0,0,Benign
778,0,0,0,0,0,0,0,Benign
2569,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
1524,0,0,0,0,0,0,0,Benign
303,0,0,0,0,0,0,0,Benign
94,0,0,0,0,0,0,0,Benign
6315759636,0,0,0,0,0,0,0,Benign
162,0,0,0,0,0,0,0,Benign
2596,0,0,0,0,0,0,0,Benign
253,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
4724,0,0,0,0,0,0,0,Benign
612,0,0,0,0,0,0,0,Benign
307,0,0,0,0,0,0,0,Benign
78,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
7562,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
204,0,0,0,0,0,0,0,Benign
1270,0,0,0,0,0,0,0,Benign
288009,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
58,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
9814,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
2870,0,0,0,0,0,0,0,Benign
39926,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
3922,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
191643071,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
194,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
11132,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
426,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
923,0,0,0,0,0,0,0,Benign
13444,0,0,0,0,0,0,0,Benign
9960,0,0,0,0,0,0,0,Benign
16282,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,Benign
14118,0,0,0,0,0,0,0,Benign
65882,0,0,0,0,0,0,0,Benign
999068,0,1,0,0,0,0,1,Malware
416380424,1,0,1,0,0,0,0,Malware
28018241,0,0,1,0,0,0,0,Malware
425521275,1,1,0,0,0,0,1,Malware
289121940,0,1,0,0,0,0,1,Malware
7523546,1,0,0,0,0,0,0,Malware
15407034,1,0,0,0,0,0,0,Malware
244140014,1,1,0,0,0,0,1,Malware
41982198,1,0,0,0,0,0,0,Malware
230764736,1,0,0,0,0,0,0,Malware
1998,0,1,0,0,0,0,1,Malware
154,0,1,0,0,0,0,1,Malware
4977258,1,0,0,0,0,0,0,Malware
805550,0,1,0,0,0,0,1,Malware
789550,0,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
216967506,1,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
15407034,1,0,0,0,0,0,0,Malware
238272858,1,0,0,0,0,0,0,Malware
667533384,1,1,1,0,0,0,1,Malware
28018241,0,0,1,0,0,0,0,Malware
425521275,1,1,0,0,0,0,1,Malware
230987688,0,1,0,0,0,0,1,Malware
418778026,1,0,1,0,0,0,0,Malware
498952936,1,0,0,0,0,0,0,Malware
168741400,1,0,0,0,0,0,0,Malware
416380424,1,0,1,0,0,0,0,Malware
7523546,1,0,0,0,0,0,0,Malware
4977258,1,0,0,0,0,0,0,Malware
213906862,1,1,0,0,0,0,1,Malware
425521277,1,1,0,0,0,0,1,Malware
664251160,1,1,1,0,0,0,1,Malware
664251160,1,1,1,0,0,0,1,Malware
1381368,1,1,0,0,0,0,1,Malware
991268,1,1,0,0,0,0,1,Malware
1086374,1,1,0,0,0,0,1,Malware
291182304,0,1,0,0,0,0,1,Malware
999734,1,1,0,0,0,0,1,Malware
1074614,1,1,0,0,0,0,1,Malware
864680,0,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
239247374,1,1,0,0,0,0,1,Malware
289831222,0,1,0,0,0,0,1,Malware
1019628,1,1,0,0,0,0,1,Malware
1016774,1,1,0,0,0,0,1,Malware
994086,1,1,0,0,0,0,1,Malware
1161326,1,1,0,0,0,0,1,Malware
115498440,0,1,0,0,0,0,1,Malware
1998,0,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
1021412036,1,1,0,0,0,0,1,Malware
227572882,1,0,0,0,0,0,0,Malware
1013924,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1048388,1,1,0,0,0,0,1,Malware
1095236,1,1,0,0,0,0,1,Malware
805550,0,1,0,0,0,0,1,Malware
4224,0,1,0,0,0,0,1,Malware
1033958,1,1,0,0,0,0,1,Malware
1016774,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1045494,1,1,0,0,0,0,1,Malware
196518322,1,1,0,0,0,0,1,Malware
1062916,1,1,0,0,0,0,1,Malware
1028214,1,1,0,0,0,0,1,Malware
127441716,0,1,0,0,0,0,1,Malware
289372290,0,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
289734194,0,1,0,0,0,0,1,Malware
288348984,0,1,0,0,0,0,1,Malware
1022486,1,1,0,0,0,0,1,Malware
1002564,1,1,0,0,0,0,1,Malware
1036836,1,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
953172,0,1,0,0,0,0,1,Malware
1019628,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
239334878,1,1,0,0,0,0,1,Malware
1025348,1,1,0,0,0,0,1,Malware
291324988,0,1,0,0,0,0,1,Malware
1914942,0,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
823648,0,1,0,0,0,0,1,Malware
1909,0,1,0,0,0,0,1,Malware
1028214,1,1,0,0,0,0,1,Malware
245290584,1,1,0,0,0,0,1,Malware
1025348,1,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
288820106,0,1,0,0,0,0,1,Malware
254262458,1,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
1107110,1,1,0,0,0,0,1,Malware
862,0,1,0,0,0,0,1,Malware
241396726,1,1,0,0,0,0,1,Malware
1025348,1,1,0,0,0,0,1,Malware
994086,1,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
988454,1,1,0,0,0,0,1,Malware
239072254,1,1,0,0,0,0,1,Malware
289121940,0,1,0,0,0,0,1,Malware
1167428,1,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
5151004,1,0,0,0,0,0,0,Malware
239028598,1,1,0,0,0,0,1,Malware
1051286,1,1,0,0,0,0,1,Malware
5151004,1,0,0,0,0,0,0,Malware
1008356,1,1,0,0,0,0,1,Malware
238766142,1,1,0,0,0,0,1,Malware
1068758,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
789550,0,1,0,0,0,0,1,Malware
240825566,1,1,0,0,0,0,1,Malware
20902,0,1,0,0,0,0,1,Malware
1022486,1,1,0,0,0,0,1,Malware
760250,0,1,0,0,0,0,1,Malware
1083428,1,1,0,0,0,0,1,Malware
244140014,1,1,0,0,0,0,1,Malware
1022486,1,1,0,0,0,0,1,Malware
1028214,1,1,0,0,0,0,1,Malware
1022486,1,1,0,0,0,0,1,Malware
42144,0,0,0,0,0,0,0,Malware
216967506,1,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
154,0,1,0,0,0,0,1,Malware
999068,0,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
256432272,1,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
1095236,1,1,0,0,0,0,1,Malware
216967506,1,1,0,0,0,0,1,Malware
1016774,1,1,0,0,0,0,1,Malware
123321472,0,1,0,0,0,0,1,Malware
1028214,1,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
240649922,1,1,0,0,0,0,1,Malware
29090,0,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
999734,1,1,0,0,0,0,1,Malware
23201502,0,1,0,0,0,0,1,Malware
821514,0,1,0,0,0,0,1,Malware
1025348,1,1,0,0,0,0,1,Malware
216967506,1,1,0,0,0,0,1,Malware
1036836,1,1,0,0,0,0,1,Malware
181131076,1,1,0,0,0,0,1,Malware
729880,0,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
290012810,0,1,0,0,0,0,1,Malware
996908,1,1,0,0,0,0,1,Malware
1057094,1,1,0,0,0,0,1,Malware
935806,0,1,0,0,0,0,1,Malware
1033958,1,1,0,0,0,0,1,Malware
890980,0,1,0,0,0,0,1,Malware
238766142,1,1,0,0,0,0,1,Malware
1002564,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
240694420,1,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
79647524,1,1,0,0,0,0,1,Malware
240387170,1,1,0,0,0,0,1,Malware
1002564,1,1,0,0,0,0,1,Malware
5151004,1,0,0,0,0,0,0,Malware
922120,1,1,0,0,0,0,1,Malware
999734,1,1,0,0,0,0,1,Malware
1002564,1,1,0,0,0,0,1,Malware
216967506,1,1,0,0,0,0,1,Malware
932914,0,1,0,0,0,0,1,Malware
1048388,1,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1028214,1,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
1062916,1,1,0,0,0,0,1,Malware
42144,0,0,0,0,0,0,0,Malware
442,0,0,0,0,0,0,0,Malware
1119046,1,1,0,0,0,0,1,Malware
1042604,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
991268,1,1,0,0,0,0,1,Malware
289388748,0,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
290575998,0,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
1031084,1,1,0,0,0,0,1,Malware
1019628,1,1,0,0,0,0,1,Malware
1054188,1,1,0,0,0,0,1,Malware
1016774,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
999734,1,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
254939712,1,1,0,0,0,0,1,Malware
288215840,0,1,0,0,0,0,1,Malware
1019628,1,1,0,0,0,0,1,Malware
22732,0,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1005398,1,1,0,0,0,0,1,Malware
1039718,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
1022486,1,1,0,0,0,0,1,Malware
53197458,1,1,0,0,0,0,1,Malware
204399792,1,0,1,0,0,0,0,Malware
946726,1,1,0,0,0,0,1,Malware
219281606,1,0,0,0,0,0,0,Malware
1145450298,0,1,0,0,0,0,1,Malware
584,0,1,0,0,0,0,0,Malware
199980000,0,0,0,0,0,1,0,Malware
622556336,1,0,0,0,0,0,0,Malware
230987660,0,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1242934,0,1,0,0,0,0,1,Malware
10339832,0,1,0,0,0,0,1,Malware
16861232,1,0,0,0,0,0,0,Malware
476761378,1,0,0,0,0,0,0,Malware
2184,0,1,0,0,0,0,1,Malware
270810386,1,0,0,0,0,0,0,Malware
3512239972,1,1,0,0,0,0,1,Malware
493313736,1,1,0,0,0,0,1,Malware
0,1,0,0,0,0,0,0,Malware
264568180,0,0,0,0,0,0,0,Malware
3880238437,1,1,0,0,0,0,1,Malware
144036000,0,0,0,0,0,0,0,Malware
28022661,0,0,1,0,0,0,0,Malware
2382,0,1,0,0,0,0,0,Malware
2406,0,1,0,0,0,0,1,Malware
27997842,0,0,1,0,0,0,0,Malware
1937086,0,0,0,0,0,0,0,Malware
459384696,0,0,1,0,0,0,0,Malware
0,0,0,0,0,0,0,0,Malware
11961698,0,1,0,0,0,0,1,Malware
2370,0,1,0,0,0,0,0,Malware
43571466,1,0,0,0,0,0,0,Malware
2264974,1,0,0,0,0,0,0,Malware
501139482,1,0,0,0,0,0,0,Malware
5151004,1,0,0,0,0,0,0,Malware
16568958,0,0,0,0,0,0,0,Malware
426708931,1,1,0,0,0,0,1,Malware
28017884,0,0,1,0,0,0,0,Malware
157406010,1,1,0,0,0,0,1,Malware
991268,1,1,0,0,0,0,1,Malware
96467812,1,0,0,0,0,0,0,Malware
334,0,1,0,0,0,0,1,Malware
48414022,1,0,0,0,0,0,0,Malware
24,0,1,0,0,0,0,1,Malware
113273700,1,0,0,0,0,0,0,Malware
1242950,0,1,0,0,0,0,1,Malware
328,0,1,0,0,0,0,1,Malware
188751618,1,0,0,0,0,0,0,Malware
235893010,1,0,0,0,0,0,0,Malware
665489260,1,0,0,0,0,0,0,Malware
10592202,0,1,0,0,0,0,1,Malware
28010025,0,0,1,0,0,0,0,Malware
427895558,1,0,0,0,0,0,0,Malware
118119026,1,0,0,0,0,0,0,Malware
903204,1,1,0,0,0,0,1,Malware
328487586,0,0,0,1,0,0,0,Malware
424449770,1,1,0,0,0,0,1,Malware
264368794,0,0,0,0,0,0,0,Malware
55378424,0,0,1,0,0,0,0,Malware
524,0,1,0,0,0,0,1,Malware
1500036,1,1,0,0,0,0,1,Malware
999734,1,1,0,0,0,0,1,Malware
11638734,0,1,0,0,0,0,1,Malware
185638240,0,0,0,0,0,0,0,Malware
11066004,0,1,0,0,0,0,1,Malware
95805362,0,1,0,0,0,0,1,Malware
10650814,0,1,0,0,0,0,1,Malware
28006802,0,0,1,0,0,0,0,Malware
1039718,1,1,0,0,0,0,1,Malware
98469810,1,0,0,0,0,0,0,Malware
0,0,0,0,0,0,0,0,Malware
108,0,0,0,0,0,0,0,Malware
285356196,0,1,0,0,0,0,1,Malware
160554910,1,0,0,0,0,0,0,Malware
687278948,1,1,0,0,0,0,1,Malware
1242950,0,1,0,0,0,0,1,Malware
289261004,0,1,0,0,0,0,1,Malware
430647002,1,1,0,0,0,0,1,Malware
1162639918,1,1,0,0,0,0,1,Malware
662243934,1,1,0,0,0,0,1,Malware
159363356,1,0,0,0,0,0,0,Malware
212043390,0,0,0,0,0,0,0,Malware
1879637634,1,0,0,0,0,0,0,Malware
264368794,0,0,0,0,0,0,0,Malware
10827792,0,1,0,0,0,0,1,Malware
1068758,1,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
196357656,0,0,1,0,0,0,0,Malware
428227302,1,1,0,0,0,0,1,Malware
160,0,1,0,0,0,0,1,Malware
1207008628,1,1,0,0,0,0,1,Malware
426142941,1,1,0,0,0,0,1,Malware
165187966,1,0,0,0,0,0,0,Malware
2358,0,1,0,0,0,0,0,Malware
11961698,0,1,0,0,0,0,1,Malware
3821108332,1,1,0,0,0,0,1,Malware
1022486,1,1,0,0,0,0,1,Malware
48413962,1,0,0,0,0,0,0,Malware
16132260,0,0,0,0,0,0,0,Malware
415232074,1,1,0,0,0,0,1,Malware
2880010238,1,0,0,0,0,0,0,Malware
0,0,0,0,0,0,0,0,Malware
96484316,1,0,0,0,0,0,0,Malware
27998874,0,0,1,0,0,0,0,Malware
201614480,0,0,0,0,0,0,0,Malware
3676026,1,0,0,0,0,0,0,Malware
435049362,1,0,0,0,0,0,0,Malware
63400,0,0,0,0,0,0,0,Malware
1005398,1,1,0,0,0,0,1,Malware
475479244,1,0,0,0,0,0,0,Malware
1672620,1,0,0,0,0,0,0,Malware
27997355,0,0,1,0,0,0,0,Malware
3676026,1,0,0,0,0,0,0,Malware
615388216,1,1,0,0,0,0,1,Malware
219331330,1,0,0,0,0,0,0,Malware
28019370,0,0,1,0,0,0,0,Malware
2348,0,1,0,0,0,0,0,Malware
424449769,1,1,0,0,0,0,1,Malware
459384696,0,0,1,0,0,0,0,Malware
814124,1,1,0,0,0,0,1,Malware
5482,1,0,0,0,0,0,0,Malware
1005398,1,1,0,0,0,0,1,Malware
48413960,1,0,0,0,0,0,0,Malware
57632042,1,0,0,0,0,0,0,Malware
27210987,0,0,1,0,0,0,0,Malware
424449769,1,1,0,0,0,0,1,Malware
264367980,0,0,0,0,0,0,0,Malware
425860245,1,1,0,0,0,0,1,Malware
290864164,0,1,0,0,0,0,1,Malware
425860245,1,1,0,0,0,0,1,Malware
188751618,1,0,0,0,0,0,0,Malware
212849102,1,0,0,0,0,0,0,Malware
196845294,1,0,1,0,0,0,0,Malware
1033958,1,1,0,0,0,0,1,Malware
300033080,0,0,0,0,0,0,0,Malware
503433402,1,0,0,0,0,0,0,Malware
120,0,1,0,0,0,0,1,Malware
426142939,1,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
28019370,0,0,1,0,0,0,0,Malware
5154196,1,0,0,0,0,0,0,Malware
171561609,1,0,1,0,0,0,0,Malware
27233353,0,0,1,0,0,0,0,Malware
160,0,1,0,0,0,0,1,Malware
27975274,0,0,1,0,0,0,0,Malware
28012947,0,0,1,0,0,0,0,Malware
289261004,0,1,0,0,0,0,1,Malware
1128230806,1,1,0,0,0,0,1,Malware
32091188,1,0,0,0,0,0,0,Malware
3562586768,1,1,0,0,0,0,1,Malware
258,0,1,0,0,0,0,1,Malware
996908,1,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
22916388,0,1,0,0,0,0,1,Malware
4691512,1,1,0,0,0,0,1,Malware
424449769,1,1,0,0,0,0,1,Malware
115648992,0,1,0,0,0,0,1,Malware
424449769,1,1,0,0,0,0,1,Malware
574,0,1,0,0,0,0,1,Malware
27955151,0,0,1,0,0,0,0,Malware
16309470,0,0,0,0,0,0,0,Malware
424449769,1,1,0,0,0,0,1,Malware
11266504,0,1,0,0,0,0,1,Malware
10527162,0,1,0,0,0,0,1,Malware
218237590,1,1,0,0,0,0,1,Malware
239038044,1,0,0,0,0,0,0,Malware
0,0,0,0,0,0,0,0,Malware
0,0,0,0,0,0,0,0,Malware
290492254,0,1,0,0,0,0,1,Malware
163896414,1,0,0,0,0,0,0,Malware
258,0,0,0,0,0,0,0,Malware
999734,1,1,0,0,0,0,1,Malware
11079304,0,1,0,0,0,0,1,Malware
438,0,1,0,0,0,0,1,Malware
334,0,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
72364,0,0,0,0,0,0,0,Malware
920969744,1,1,0,0,0,0,1,Malware
144036000,0,0,0,0,0,0,0,Malware
424449769,1,1,0,0,0,0,1,Malware
1011078,1,1,0,0,0,0,1,Malware
43585008,1,0,0,0,0,0,0,Malware
3687800545,1,1,0,0,0,0,1,Malware
50030002,1,0,0,0,0,0,0,Malware
2354,0,1,0,0,0,0,0,Malware
10670404,0,1,0,0,0,0,1,Malware
44745,1,1,1,1,1,1,1,Malware
21274,1,0,1,0,1,0,1,Malware
1705189,1,1,1,1,1,0,1,Malware
877452,1,1,1,1,1,0,1,Malware
20380,1,0,1,1,1,0,1,Malware
143592,1,1,1,1,1,1,1,Malware
786551,1,0,1,1,1,1,1,Malware
158788,1,1,1,1,1,0,1,Malware
71205,1,0,1,1,1,0,1,Malware
45836,1,0,1,1,1,0,1,Malware
1790154,1,1,1,1,1,0,1,Malware
140711,1,1,1,1,1,0,1,Malware
140325,1,1,1,1,1,0,1,Malware
372737,1,1,1,1,1,0,1,Malware
478320,1,1,1,1,1,0,1,Malware
43621,1,1,1,1,1,0,1,Malware
201650,1,1,1,1,1,0,1,Malware
157823,1,1,1,1,1,0,1,Malware
156491,1,1,1,1,1,0,1,Malware
67785,1,1,1,1,1,0,1,Malware
298545,1,1,1,1,1,0,1,Malware
54347,1,1,1,1,1,0,1,Malware
68168,1,1,1,1,1,0,1,Malware
42502,1,1,1,1,1,0,1,Malware
72391,1,1,1,1,1,0,1,Malware
47237,1,1,1,1,1,0,1,Malware
63170,1,1,1,1,1,0,1,Malware
725752,1,1,1,1,1,0,1,Malware
271168,1,1,1,1,1,0,1,Malware
66618,1,1,1,1,1,0,1,Malware
73029,1,1,1,1,1,0,1,Malware
1300670,1,1,1,1,1,0,1,Malware
139844,1,1,1,1,1,0,1,Malware
931471,1,1,1,1,1,0,1,Malware
72715,1,1,1,1,1,0,1,Malware
71383,1,1,1,1,1,0,1,Malware
189527,1,1,1,1,1,0,1,Malware
58239,1,1,1,1,1,0,1,Malware
186415,1,1,1,1,1,0,1,Malware
72821,1,1,1,1,1,0,1,Malware
64608,1,1,1,1,1,0,1,Malware
43447,1,1,1,1,1,0,1,Malware
9770641,1,1,1,1,1,0,1,Malware
127310,1,1,1,1,1,0,1,Malware
797169,1,1,1,1,1,0,1,Malware
193206,1,1,1,1,1,0,1,Malware
94617,1,1,1,1,1,0,1,Malware
94500,1,1,1,1,1,0,1,Malware
94623,1,1,1,1,1,0,1,Malware
814318,1,1,1,1,1,0,1,Malware
68650,1,1,1,1,1,0,1,Malware
352199,1,1,1,1,1,0,1,Malware
999068,0,1,0,0,0,0,1,Malware
416380424,1,0,1,0,0,0,0,Malware
28018241,0,0,1,0,0,0,0,Malware
425521275,1,1,0,0,0,0,1,Malware
289121940,0,1,0,0,0,0,1,Malware
7523546,1,0,0,0,0,0,0,Malware
15407034,1,0,0,0,0,0,0,Malware
244140014,1,1,0,0,0,0,1,Malware
41982198,1,0,0,0,0,0,0,Malware
230764736,1,0,0,0,0,0,0,Malware
1998,0,1,0,0,0,0,1,Malware
154,0,1,0,0,0,0,1,Malware
4977258,1,0,0,0,0,0,0,Malware
805550,0,1,0,0,0,0,1,Malware
789550,0,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
216967506,1,1,0,0,0,0,1,Malware
0,0,0,0,0,0,0,0,Malware
15407034,1,0,0,0,0,0,0,Malware
238272858,1,0,0,0,0,0,0,Malware
667533384,1,1,1,0,0,0,1,Malware
28018241,0,0,1,0,0,0,0,Malware
425521275,1,1,0,0,0,0,1,Malware
230987688,0,1,0,0,0,0,1,Malware
418778026,1,0,1,0,0,0,0,Malware
498952936,1,0,0,0,0,0,0,Malware
168741400,1,0,0,0,0,0,0,Malware
416380424,1,0,1,0,0,0,0,Malware
7523546,1,0,0,0,0,0,0,Malware
4977258,1,0,0,0,0,0,0,Malware
213906862,1,1,0,0,0,0,1,Malware
425521277,1,1,0,0,0,0,1,Malware
664251160,1,1,1,0,0,0,1,Malware
664251160,1,1,1,0,0,0,1,Malware
1381368,1,1,0,0,0,0,1,Malware
991268,1,1,0,0,0,0,1,Malware
1086374,1,1,0,0,0,0,1,Malware
291182304,0,1,0,0,0,0,1,Malware
999734,1,1,0,0,0,0,1,Malware
1074614,1,1,0,0,0,0,1,Malware
864680,0,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
239247374,1,1,0,0,0,0,1,Malware
289831222,0,1,0,0,0,0,1,Malware
1019628,1,1,0,0,0,0,1,Malware
1016774,1,1,0,0,0,0,1,Malware
994086,1,1,0,0,0,0,1,Malware
1161326,1,1,0,0,0,0,1,Malware
115498440,0,1,0,0,0,0,1,Malware
1998,0,1,0,0,0,0,1,Malware
1008236,1,1,0,0,0,0,1,Malware
1021412036,1,1,0,0,0,0,1,Malware
227572882,1,0,0,0,0,0,0,Malware
1013924,1,1,0,0,0,0,1,Malware
1013924,1,1,0,0,0,0,1,Malware
1048388,1,1,0,0,0,0,1,Malware
1095236,1,1,0,0,0,0,1,Malware
805550,0,1,0,0,0,0,1,Malware
4224,0,1,0,0,0,0,1,Malware
1033958,1,1,0,0,0,0,1,Malware
