Volatility 3 Framework 2.10.0

Offset	Name
0x83056c307c60	\Windows\System32\config\COMPONENTS{53b39e62-18c4-11ea-a811-000d3aa4692b}.TxR.blf
0x83056c30d130	\Windows\System32\config\COMPONENTS{53b39e62-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms
0x83056c32f370	\Windows\SysWOW64\drivers\DumpIt.sys
0x83056c32f650	\Windows\apppatch\drvmain.sdb
0x83056c7431e0	\Windows\System32\Windows.Internal.Shell.Broker.dll
0x83056c743500	\Windows\SystemResources\Windows.UI.ShellCommon\Windows.UI.ShellCommon.pri
0x83056c743820	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartUI.dll
0x83056c743b40	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy
0x83056c743cd0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x83056c744180	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0x83056c744310	\Windows\rescache\_merged\24768367\159084871.pri
0x83056c7444a0	\$Directory
0x83056c744630	\Windows\System32\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll
0x83056c7447c0	\CMApi
0x83056c744950	\Windows\Fonts\segoeui.ttf
0x83056c744ae0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\000068.ldb
0x83056c744e00	\Windows\rescache\_merged\812575560\3182744943.pri
0x83056c745120	\Windows\System32\Windows.Storage.ApplicationData.dll
0x83056c7452b0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat
0x83056c745440	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1
0x83056c7455d0	\$Directory
0x83056c745760	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\resources.pri
0x83056c7458f0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2
0x83056c745a80	\Windows\System32\usosvc.dll
0x83056c745c10	\Windows\SystemResources\Windows.UI.ShellCommon\pris\Windows.UI.ShellCommon.en-US.pri
0x83056c7463e0	\Windows\System32\en-US\KernelBase.dll.mui
0x83056c746570	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\LOCK
0x83056c746700	\Windows\System32\updatepolicy.dll
0x83056c746a20	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x83056c746bb0	\Windows\System32\Windows.Globalization.Fontgroups.dll
0x83056c746d40	\Windows\System32\chartv.dll
0x83056c746ed0	\Windows\System32
0x83056c7471f0	\$Directory
0x83056c747380	\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui
0x83056c747510	\Windows\SoftwareDistribution\DataStore\DataStore.jfm
0x83056c7476a0	\Windows\System32
0x83056c747830	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx
0x83056c7479c0	\Windows\System32\wups2.dll
0x83056c747ce0	\Windows\Fonts\segmdl2.ttf
0x83056c748190	\Windows\Fonts\segoeuib.ttf
0x83056c7487d0	\Windows\System32\en-US\windows.ui.xaml.dll.mui
0x83056c748960	\Windows\System32\LicenseManager.dll
0x83056c748c80	\Windows\System32\fontgroupsoverride.dll
0x83056c748e10	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x83056c749130	\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx
0x83056c7492c0	\Windows\System32\dpx.dll
0x83056c749450	\Windows\Fonts\segoeuib.ttf
0x83056c749770	\Windows\assembly\NativeImages_v4.0.30319_64\System.Data\5e56cdc90d0d3dbdfe38ec2947e0fc26\System.Data.ni.dll
0x83056c749900	\$Directory
0x83056c74a3f0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\MANIFEST-000067
0x83056c74a710	\Windows\System32
0x83056c74abc0	\Windows\System32
0x83056c74b200	\Windows\System32\en-US\Windows.Globalization.dll.mui
0x83056c74b390	\Sessions\1\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757
0x83056c74b520	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy
0x83056c74b9d0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\000069.log
0x83056c74bcf0	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Management.Infrastructure\v4.0_1.0.0.0__31bf3856ad364e35\Microsoft.Management.Infrastructure.dll
0x83056c74be80	\Connect
0x83056c74c1a0	\Windows\System32\mssprxy.dll
0x83056c74c650	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
0x83056c74ce20	\Windows\System32\UIAutomationCore.dll
0x83056c74d140	\$Directory
0x83056c74e270	\Windows\System32\Windows.Services.TargetedContent.dll
0x83056c74ea40	\Windows\System32\biwinrt.dll
0x83056c74ed60	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.dll
0x83056c74eef0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1
0x83056c74f080	\Windows\System32\wuapi.dll
0x83056c74f210	\Windows\System32\wups.dll
0x83056c74f3a0	\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x83056c74f850	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x83056c74f9e0	\$Directory
0x83056c74fb70	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0x83056c74fd00	\Windows\System32\ConstraintIndex.Search.dll
0x83056c74fe90	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat
0x83056c7501b0	\Windows\System32\Windows.Web.Http.dll
0x83056c750340	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\resources.pri
0x83056c7504d0	\Windows\rescache\_merged\3124792986\2306354148.pri
0x83056c750980	\Windows\System32\cdprt.dll
0x83056c750b10	\Windows\System32\winevt\Logs\Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx
0x83056c750ca0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83056c750e30	\Windows\System32
0x83056c751150	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Search.Core.dll
0x83056c7512e0	\$Directory
0x83056c751470	\Windows\System32\winmmbase.dll
0x83056c751600	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\BingConfigurationClient.dll
0x83056c751790	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat.LOG1
0x83056c751920	\Server
0x83056c751ab0	\Windows\System32\elslad.dll
0x83056c751c40	\CMApi
0x83056c7520f0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat.LOG2
0x83056c7525a0	\CMApi
0x83056c7528c0	\Windows\System32\Speech_OneCore\common\sapi_onecore.dll
0x83056c752d70	\Windows\System32\winbrand.dll
0x83056c7533b0	\Windows\System32\en-US\ApplicationFrame.dll.mui
0x83056c753540	\Windows\System32\en-US\ESENT.dll.mui
0x83056c753860	\Windows\System32\wbem\cimwin32.dll
0x83056c753b80	\Windows\System32\Windows.Cortana.ProxyStub.dll
0x83056c753d10	\Windows\System32\Windows.Storage.Search.dll
0x83056c7544e0	\Windows\System32\en-US\SearchIndexer.exe.mui
0x83056c754670	\Windows\System32\framedynos.dll
0x83056c754990	\Windows\System32\en-US\propsys.dll.mui
0x83056c754b20	\Windows\System32\Windows.Cortana.OneCore.dll
0x83056c754cb0	\$Directory
0x83056c754e40	\$Directory
0x83056c755160	\Windows\Microsoft.NET\Framework64\v4.0.30319\diasymreader.dll
0x83056c7552f0	\Windows\System32\edgeIso.dll
0x83056c755480	\Windows\System32\Windows.Internal.SecurityMitigationsBroker.dll
0x83056c755610	\Windows\System32\msimtf.dll
0x83056c7557a0	\Windows\ShellComponents\WindowsInternal.ComposableShell.Experiences.Switcher.dll
0x83056c755ac0	\Windows\System32\C_949.NLS
0x83056c756420	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\LOG
0x83056c756740	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x83056c756bf0	\Windows\System32\WinMetadata\Windows.Foundation.winmd
0x83056c7573c0	\Windows\System32\WinMetadata\Windows.Storage.winmd
0x83056c757550	\Windows\Fonts\times.ttf
0x83056c7576e0	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtx
0x83056c757b90	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Cortana.Internal.Search.winmd
0x83056c757d20	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Cortana.Search.winmd
0x83056c7581d0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm
0x83056c758360	\Windows\System32\en-US\edgehtml.dll.mui
0x83056c758b30	\Windows\System32\WinMetadata\Windows.Security.winmd
0x83056c759170	\Windows\assembly\pubpol36.dat
0x83056c759620	\Windows\System32\WinMetadata\Windows.ApplicationModel.winmd
0x83056c759940	\Windows\System32\WinMetadata\Windows.System.winmd
0x83056c75a110	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\MANIFEST-000066
0x83056c75ac00	\Windows\System32\en-US\winhttp.dll.mui
0x83056c75b240	\$ConvertToNonresident
0x83056c75b3d0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\000068.log
0x83056c75b560	\Windows\System32\en-US\user32.dll.mui
0x83056c75b6f0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83056c75ba10	\Windows\System32\wuuhext.dll
0x83056c75bba0	\CurrentOut
0x83056c75c1e0	\Windows\SystemResources\Chakra.dll.mun
0x83056c75c690	\Windows\System32\C_1257.NLS
0x83056c75c820	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\000069.ldb
0x83056c75c9b0	\$Directory
0x83056c75cb40	\$ConvertToNonresident
0x83056c75ce60	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm
0x83056c75d180	\Windows\System32\wuuhosdeployment.dll
0x83056c75d7c0	\Windows\System32\en-US\ieframe.dll.mui
0x83056c75dc70	\Input
0x83056c75e2b0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x83056c75e440	\Windows\System32\Windows.System.Diagnostics.dll
0x83056c75e5d0	\Windows\System32\en-US\dnsapi.dll.mui
0x83056c75e760	\Windows\System32\en-US\crypt32.dll.mui
0x83056c75e8f0	\Windows\SoftwareDistribution\ReportingEvents.log
0x83056c75ea80	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.ConsoleHost\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.ConsoleHost.dll
0x83056c75ec10	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\000066.ldb
0x83056c75f250	\Output
0x83056c75f3e0	\Windows\System32\C_874.NLS
0x83056c75f570	\$Directory
0x83056c75f700	\MsFteWds
0x83056c75f890	\CMApi
0x83056c75fa20	\$Directory
0x83056c75fd40	\Windows\System32\Windows.System.Profile.RetailInfo.dll
0x83056c75fed0	\Program Files\Common Files\microsoft shared\ink\IpsPlugin.dll
0x83056c7601f0	\Windows\System32\C_1258.NLS
0x83056c760380	\Windows\System32\en-US\windows.storage.dll.mui
0x83056c7606a0	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\resources.pri
0x83056c760830	\Windows\System32\WinMetadata\Windows.System.winmd
0x83056c7609c0	\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\vccorlib140_app.dll
0x83056c760b50	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\ChakraBridge.dll
0x83056c760ce0	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\microsoft.system.package.metadata\S-1-5-21-4021342805-1458380233-1107752442-1002-MergedResources-0.pri
0x83056c760e70	\Windows\System32
0x83056c761190	\Windows\System32\en-US\propsys.dll.mui
0x83056c761320	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000
0x83056c7614b0	\Windows\System32\en-US\KernelBase.dll.mui
0x83056c761960	\Windows\System32\C_932.NLS
0x83056c761c80	\Windows\System32\RuntimeBroker.exe
0x83056c761e10	\$Directory
0x83056c762130	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x83056c7622c0	\$Directory
0x83056c762450	\Windows\System32\C_1255.NLS
0x83056c7625e0	\Users\rashmi\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat
0x83056c762900	\Users\rashmi\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData
0x83056c762db0	\Users\rashmi\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\LocalState\DiagOutputDir\SkypeApp0.txt
0x83056c763260	\Windows\System32\en-US\KernelBase.dll.mui
0x83056c7633f0	\Windows\System32\smartscreenps.dll
0x83056c763bc0	\Windows\System32
0x83056c763d50	\Users\rashmi\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat.LOG1
0x83056c763ee0	\Users\rashmi\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat.LOG2
0x83056c764390	\Reference
0x83056c7646b0	\$Directory
0x83056c764840	\Windows\System32\Windows.UI.Xaml.Resources.rs4.dll
0x83056c764b60	\Windows\System32\virtdisk.dll
0x83056c7651a0	\CMApi
0x83056c765330	\Windows\Microsoft.NET\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll
0x83056c765b00	\Connect
0x83056c765c90	\Windows\System32\SecurityHealthService.exe
0x83056c766140	\Windows\System32\SecurityHealthSystray.exe
0x83056c7662d0	\Windows\System32\en-US\Conhost.exe.mui
0x83056c766910	\Program Files\Microsoft OneDrive\OneDrive.exe
0x83056c766c30	\Windows\System32\SecurityHealthSSO.dll
0x83056c7670e0	\ProgramData\Microsoft\Windows Security Health\Logs\SHS-09192024-064719-7-7f-19041.1.amd64fre.vb_release.191206-1406.etl
0x83056c767270	\Windows\System32\SecurityHealthSystray.exe
0x83056c7678b0	\CMApi
0x83056c767bd0	\Windows\System32\en-US\securityhealthsso.dll.mui
0x83056c767d60	\Windows\System32\conhost.exe
0x83056c768080	\Windows\System32
0x83056c768210	\$Directory
0x83056c768b70	\Windows\ShellExperiences\TileControl.dll
0x83056c769340	\Windows\System32\mscoree.dll
0x83056c7694d0	\Windows\System32\en-US\KernelBase.dll.mui
0x83056c7697f0	\Windows\System32\en-US\user32.dll.mui
0x83056c769980	\Windows\System32\VBoxHook.dll
0x83056c76a600	\Windows\System32\SecurityHealthProxyStub.dll
0x83056c76a920	\Windows\System32\VBoxTray.exe
0x83056c76aab0	\Windows\System32\CryptoWinRT.dll
0x83056c76b0f0	\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
0x83056c76b5a0	\Windows\System32\VBoxTray.exe
0x83056c76b730	\Windows\System32
0x83056c76ba50	\Program Files\Microsoft OneDrive\OneDrive.exe
0x83056c76c540	\Windows\System32\SettingSyncCore.dll
0x83056c76c9f0	\Windows\Fonts\StaticCache.dat
0x83056c76cb80	\Windows\ShellComponents\TaskFlowUI.dll
0x83056c76cea0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\index
0x83056c76d350	\$Directory
0x83056c76d670	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x83056c76dcb0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_0
0x83056c76de40	\$Directory
0x83056c76e160	\Output
0x83056c76e2f0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
0x83056c76e7a0	\Input
0x83056c76ec50	\$Directory
0x83056c76f420	\CMApi
0x83056c770870	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll
0x83056c770eb0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\WebAssistDatabase
0x83056c7711d0	\PSHost.133712272494286956.6976.DefaultAppDomain.powershell
0x83056c771360	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_2
0x83056c771cc0	\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll
0x83056c772490	\Windows\assembly\pubpol36.dat
0x83056c772620	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x83056c7732a0	\Windows\System32\vcruntime140_clr0400.dll
0x83056c773430	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x83056c773460	㒸汷茅￿㒸汷茅￿
0x83056c773c00	\Windows\assembly\NativeImages_v4.0.30319_64\mscorlib\b8493bec853ac702d2188091d76ccffa\mscorlib.ni.dll
0x83056c774880	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x83056c774a10	\Windows\System32\ucrtbase_clr0400.dll
0x83056c774d30	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x83056c774ec0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_3
0x83056c775820	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\index
0x83056c775e60	\Windows\assembly\NativeImages_v4.0.30319_64\System.Core\5cbfac511f4ebd6d3a02d91b30ed35a8\System.Core.ni.dll
0x83056c776180	\Windows\System32\UserDataTimeUtil.dll
0x83056c7764a0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_0
0x83056c776630	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\db3df155ec9c0595b0198c4487f36ca1\System.Xml.ni.dll
0x83056c776950	\Users\rashmi\AppData\Local\Microsoft\OneDrive\settings\CxP.db
0x83056c776ae0	\$Directory
0x83056c777a80	\PSHost.133712272463489057.6740.DefaultAppDomain.powershell
0x83056c7783e0	\Windows\Globalization\ICU\zoneinfo64.res
0x83056c778700	\Users\rashmi\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db
0x83056c778890	\Windows\assembly\NativeImages_v4.0.30319_64\System.Management\8af759007c012da690062882e06694f1\System.Management.ni.dll
0x83056c778bb0	\Users\rashmi\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db
0x83056c779510	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Security\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Security.dll
0x83056c779830	\$Directory
0x83056c779b50	\Users\rashmi\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db
0x83056c77a320	\Windows\Globalization\ICU\windowsZones.res
0x83056c77a640	\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\e9e64b91c0e4559f01e50ac43ffb9a2a\System.DirectoryServices.ni.dll
0x83056c77a960	\$Directory
0x83056c77b450	\Windows\System32\OpcServices.dll
0x83056c77b5e0	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat.LOG1
0x83056c77ba90	\Windows\System32\wbem\NCProv.dll
0x83056c77cbc0	\CMApi
0x83056c77cee0	\$Directory
0x83056c77d390	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat.LOG2
0x83056c77d9d0	\Windows\System32\en-US\ole32.dll.mui
0x83056c77dcf0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\EdgeCoupons\coupons_data.db\MANIFEST-000053
0x83056c77e330	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\ce574ae4e11a47e97df21426503a82c9\System.Transactions.ni.dll
0x83056c77e4c0	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat
0x83056c77e7e0	\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x83056d487500	\Windows\System32\wpnprv.dll
0x83056d487690	\Windows\System32\en-US\svchost.exe.mui
0x83056d488180	\Windows\System32
0x83056d4895d0	\Windows\System32\svchost.exe
0x83056d48a0c0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83056d48a250	\Windows\System32\en-US\vaultsvc.dll.mui
0x83056d48a570	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20240919_134842_944.etl
0x83056d48a700	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx
0x83056d48c320	\Windows\System32\SyncController.dll
0x83056d48c4b0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83056d48ddb0	\Windows\System32\ApplicationFrameHost.exe
0x83056d48ed50	\Windows\SystemResources\imageres.dll.mun
0x83056d4904c0	\Windows\System32\en-US\dosvc.dll.mui
0x83056d490c90	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat
0x83056d491140	\Windows\System32\en-US\winnlsres.dll.mui
0x83056d4915f0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG2
0x83056d4933a0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG1
0x83056d494500	䕘浉茅￿䕘浉茅￿
0x83056d495150	\Windows\System32\bcd.dll
0x83056d495600	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm
0x83056d496be0	\Windows\System32\usocoreps.dll
0x83056d497090	\Windows\System32\StorageUsage.dll
0x83056d497ea0	\Windows\System32\svchost.exe
0x83056d498800	\Windows\System32\en-US\windows.storage.dll.mui
0x83056d499160	\Windows\System32\StorSvc.dll
0x83056d499610	\Windows\System32\en-US\winnlsres.dll.mui
0x83056d4997a0	\Windows\System32\en-US\mswsock.dll.mui
0x83056d499930	\Windows\System32\en-US\AppXDeploymentServer.dll.mui
0x83056d499de0	\Windows
0x83056d49a290	\Windows\System32\en-US\pdh.dll.mui
0x83056d49a420	\Windows\System32\netmsg.dll
0x83056d49aa60	\Windows\System32\en-US\netmsg.dll.mui
0x83056d49b230	\CMNotify
0x83056d49beb0	\CMNotify
0x83056d49c360	\CMNotify
0x83056d49ce50	\Windows\System32\SgrmBroker.exe
0x83056d49dad0	\Windows\System32\en-US\crypt32.dll.mui
0x83056d49dc60	\Windows\System32\Sgrm
0x83056d49e430	\Windows\System32\SgrmEnclave.dll
0x83056d49f560	\$Directory
0x83056d4a0820	\CMApi
0x83056d4a0b40	\Windows\System32
0x83056d4a1310	\Windows\System32\wscsvc.dll
0x83056d4a17c0	\Windows\System32\MoUsoCoreWorker.exe
0x83056d4a1950	\Windows\System32
0x83056d4a1e00	\Windows\System32\dmiso8601utils.dll
0x83056d4a33e0	\Windows\System32\en-US\combase.dll.mui
0x83056d4a3570	\Windows\System32\syncutil.dll
0x83056d4a3a20	\Windows\System32\vbsapi.dll
0x83056d4a3bb0	\Windows\System32\accountaccessor.dll
0x83056d4a3d40	\Windows\System32\winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx
0x83056d4a41f0	\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx
0x83056d4a4380	\Windows\System32\APHostClient.dll
0x83056d4a49c0	\Windows\System32\APHostService.dll
0x83056d4a4ce0	\Windows\System32\SecurityCenterBroker.dll
0x83056d4a5190	\Windows\System32\en-US\svchost.exe.mui
0x83056d4a5320	\$Directory
0x83056d4a5640	\Windows\System32\UserDataPlatformHelperUtil.dll
0x83056d4a57d0	\Windows\System32\dmcfgutils.dll
0x83056d4a5960	\Windows\System32\MCCSPal.dll
0x83056d4a5af0	\Windows\System32\en-US\nlasvc.dll.mui
0x83056d4a5c80	\Windows\System32\networkhelper.dll
0x83056d4a5e10	\Windows\System32\dmxmlhelputils.dll
0x83056d4a6130	\Windows\System32\InprocLogger.dll
0x83056d4a65e0	\Windows\System32\en-US\mswsock.dll.mui
0x83056d4a6a90	\Windows\System32\en-US\wscapi.dll.mui
0x83056d4a73f0	\Windows\System32\Phoneutil.dll
0x83056d4a7580	\Windows\System32\dsclient.dll
0x83056d4a7710	\$Directory
0x83056d4a7d50	\Windows\System32\UserDataTypeHelperUtil.dll
0x83056d4a8200	\Windows\System32\SecurityCenterBrokerPS.dll
0x83056d4a8520	\Windows\System32\wscproxystub.dll
0x83056d4a86b0	\Windows\System32\cemapi.dll
0x83056d4a8b60	\Windows\System32\PhoneutilRes.dll
0x83056d4a91a0	\Windows\System32\Pimstore.dll
0x83056d4a9330	\Windows\System32\UserDataLanguageUtil.dll
0x83056d4a9650	\Windows\System32\MCCSEngineShared.dll
0x83056d4a9e20	\Windows\System32
0x83056d4aadc0	\Windows\System32\wbem\WmiPrvSE.exe
0x83056d4ab270	\Windows\System32\WordBreakers.dll
0x83056d4ac3a0	\$Directory
0x83056d4adb10	\Windows\System32\en-US\smartscreen.exe.mui
0x83056d4ade30	\Windows\System32\en-US\dnsapi.dll.mui
0x83056d4ae790	\Windows\System32\en-US\user32.dll.mui
0x83056d4aec40	\Windows\System32\winevt\Logs\Microsoft-Windows-BitLocker%4BitLocker Management.evtx
0x83056d4aedd0	\Windows\System32\wbem\WmiPerfClass.dll
0x83056d4b1b20	\Windows\System32\AppxStreamingDataSourcePS.dll
0x83056d4b1cb0	\CMApi
0x83056d4b2930	\Dev\Query
0x83056d4b4eb0	\$Directory
0x83056d4b5680	\$Directory
0x83056d4b91e0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_3
0x83056d4b9820	\Windows\System32
0x83056d4b9b40	\$Directory
