Volatility 3 Framework 2.10.0

Offset	Name
0x83056b0e67f0	\Windows\System32\ResourcePolicyServer.dll
0x83056b0e6980	\Windows\System32\SystemEventsBrokerServer.dll
0x83056b0e6b10	\Windows\System32\dabapi.dll
0x83056b0e6ca0	\Windows\System32\apphelp.dll
0x83056b0e7150	\Windows\System32\UXInit.dll
0x83056b0e72e0	\Windows\System32\config\BBI.LOG2
0x83056b0e7470	\Windows\System32\propsys.dll
0x83056b0e7600	\Windows\System32\en-US\dwm.exe.mui
0x83056b0e7790	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0x83056b0e7920	\Windows\System32\D3DCompiler_47.dll
0x83056b0e7ab0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x83056b0e7c40	\CMApi
0x83056b0e7dd0	\Windows\System32\wtsapi32.dll
0x83056b0e80f0	\Windows\System32\dsreg.dll
0x83056b0e8410	\Windows\System32\en-US\d2d1.dll.mui
0x83056b0e85a0	\Windows\System32\d3d11.dll
0x83056b0e8730	\Windows\System32\samlib.dll
0x83056b0e88c0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb745-6098-11ed-be73-e7c8106790ee}.TMContainer00000000000000000001.regtrans-ms
0x83056b0e8a50	\$Directory
0x83056b0e8be0	\Windows\System32\CoreUIComponents.dll
0x83056b0e8d70	\Windows\System32\dwmghost.dll
0x83056b0e9090	\Windows\System32\WinTypes.dll
0x83056b0e9220	\Windows\System32\config\BBI.LOG1
0x83056b0e93b0	\Windows\System32\svchost.exe
0x83056b0e9540	\Windows\System32\config\BBI
0x83056b0e96d0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x83056b0e9860	\Windows\System32\CoreMessaging.dll
0x83056b0e99f0	\Windows\System32\dwmcore.dll
0x83056b0e9d10	\Windows\System32\uDWM.dll
0x83056b0e9ea0	\Windows\System32\dcomp.dll
0x83056b0ea1c0	\Windows\System32\d2d1.dll
0x83056b0ea4e0	\CMNotify
0x83056b0ea670	\Windows\System32\svchost.exe
0x83056b0ea800	\Windows\System32\gpsvc.dll
0x83056b0ea990	\CMNotify
0x83056b0eacb0	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb745-6098-11ed-be73-e7c8106790ee}.TM
0x83056b0eae40	\Windows\System32\nlaapi.dll
0x83056b0eb160	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb745-6098-11ed-be73-e7c8106790ee}.TMContainer00000000000000000002.regtrans-ms
0x83056b0eb2f0	\Windows\System32
0x83056b0eb480	\CMNotify
0x83056b0eb610	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb745-6098-11ed-be73-e7c8106790ee}.TM.blf
0x83056b0eb7a0	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb745-6098-11ed-be73-e7c8106790ee}.TM
0x83056b0eb930	\Windows\System32\en-US\svchost.exe.mui
0x83056b0ebc50	\$Directory
0x83056b0ebde0	\Windows\System32\svchost.exe
0x83056b134dd0	\$PrepareToShrinkFileSize
0x83056b137330	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb744-6098-11ed-be73-e7c8106790ee}.TxR.2.regtrans-ms
0x83056b1378f0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb744-6098-11ed-be73-e7c8106790ee}.TxR.0.regtrans-ms
0x83056b138750	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb744-6098-11ed-be73-e7c8106790ee}.TxR
0x83056b139160	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb744-6098-11ed-be73-e7c8106790ee}.TxR.blf
0x83056b139890	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{c59cb744-6098-11ed-be73-e7c8106790ee}.TxR.1.regtrans-ms
0x83056b19f0e0	\Windows\System32\en-US\svchost.exe.mui
0x83056b19f270	\Windows\System32\schedsvc.dll
0x83056b19f400	\Windows\System32\avrt.dll
0x83056b19f590	\Windows\System32\usermgrcli.dll
0x83056b19f8b0	\Windows\System32\en-US\svchost.exe.mui
0x83056b19fa40	\Windows\System32\en-US\svchost.exe.mui
0x83056b19fbd0	\Windows\System32\lmhsvc.dll
0x83056b19fd60	\Windows\System32\netprofm.dll
0x83056b1a0080	\Windows\System32
0x83056b1a0210	\Windows\System32\ISM.dll
0x83056b1a06c0	\ProgramData\Microsoft\Windows\AppRepository\Packages\windows.immersivecontrolpanel_10.0.2.1000_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0x83056b1a09e0	\Windows\System32\taskschd.dll
0x83056b1a0b70	\Windows\System32\wevtsvc.dll
0x83056b1a0d00	\Windows\System32\ubpm.dll
0x83056b1a11b0	\Windows\System32\dsrole.dll
0x83056b1a1340	\PSHost.133713011066158702.1012.DefaultAppDomain.powershell
0x83056b1a14d0	\CMApi
0x83056b1a1660	\Windows\System32
0x83056b1a17f0	\Windows\System32\cscui.dll
0x83056b1a1980	\Windows\System32\svchost.exe
0x83056b1a1b10	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv759bfb78#\e2ca4e2ddffdc0d0bda3f2ca65249790\System.ServiceProcess.ni.dll.aux
0x83056b1a1ca0	\Windows\System32
0x83056b1a1e30	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Utility\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Utility.dll
0x83056b1a2150	\Windows\System32\d3d10warp.dll
0x83056b1a2790	\Windows\System32\en-US\dnsapi.dll.mui
0x83056b1a2c40	\$Directory
0x83056b1a2dd0	\Windows\System32\mscms.dll
0x83056b1a30f0	\Windows\System32\SystemEventsBrokerClient.dll
0x83056b1a3280	\Windows\System32\coloradapterclient.dll
0x83056b1a3410	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
0x83056b1a3440	㒘欚茅￿㒘欚茅￿
0x83056b1a35a0	\Windows\System32\wmiclnt.dll
0x83056b1a3730	\Windows\System32\taskcomp.dll
0x83056b1a38c0	\Windows\System32\UIAnimation.dll
0x83056b1a3a50	\Windows\System32\ncbservice.dll
0x83056b1a3d70	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Management.Infrastructure\v4.0_1.0.0.0__31bf3856ad364e35\Microsoft.Management.Infrastructure.dll
0x83056b1a4220	\Windows\System32\DispBroker.Desktop.dll
0x83056b1a43b0	\Windows\System32\WindowManagementAPI.dll
0x83056b1a46d0	\Windows\System32\WindowsCodecs.dll
0x83056b1a49f0	\Windows\System32\twinapi.appcore.dll
0x83056b1a4b80	\Windows\System32\ninput.dll
0x83056b1a4ea0	\Windows\System32\wuaueng.dll
0x83056b1a5350	\Windows\Microsoft.NET\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll
0x83056b1a54e0	\atsvc
0x83056b1a5670	\Windows\Tasks
0x83056b1a5800	\atsvc
0x83056b1a5b20	\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
0x83056b1a5cb0	\atsvc
0x83056b1a5e40	\Windows\System32\httpprxc.dll
0x83056b1a6610	\espeakertopo
0x83056b1a67a0	\$Directory
0x83056b1a6930	\Windows\System32\en-US\crypt32.dll.mui
0x83056b1a6ac0	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Utility\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Utility.dll
0x83056b1a6c50	\CMNotify
0x83056b1a6de0	\Windows\System32\wevtapi.dll
0x83056b235270	\ProgramData\Microsoft\Windows\LfSvc\Geofence\S-1-5-18_NonPackagedApp\Geofence.dat
0x83056b235400	\Windows\System32\Windows.Gaming.Input.dll
0x83056b235590	\eventlog
0x83056b235720	\Windows\System32\profsvcext.dll
0x83056b2358b0	\Windows\System32\en-US\svchost.exe.mui
0x83056b235a40	\Endpoint
0x83056b235d60	\CMNotify
0x83056b235ef0	\CMNotify
0x83056b236080	\CMNotify
0x83056b236210	\Windows\System32\GameInput.dll
0x83056b2363a0	\CMNotify
0x83056b236530	\Windows\System32
0x83056b2366c0	\Windows\System32\bi.dll
0x83056b236850	\eventlog
0x83056b2369e0	\Windows\System32\OneCoreUAPCommonProxyStub.dll
0x83056b236b70	\Winsock2\CatalogChangeListener-2ac-0
0x83056b236d00	\CMNotify
0x83056b236e90	\CMNotify
0x83056b2371b0	\CMNotify
0x83056b237340	\eventlog
0x83056b2374d0	\Endpoint
0x83056b237660	\Windows\System32\CSystemEventsBrokerClient.dll
0x83056b2377f0	\Windows\System32\profsvc.dll
0x83056b237980	\Endpoint
0x83056b237b10	\Windows\System32
0x83056b237ca0	\Windows\System32\svchost.exe
0x83056b237e30	\Windows\System32\TimeBrokerServer.dll
0x83056b238150	\CMNotify
0x83056b2382e0	\Windows\System32\TimeBrokerClient.dll
0x83056b238470	\Windows\System32\dhcpcore.dll
0x83056b238600	\CMNotify
0x83056b238790	\Windows\System32\nsisvc.dll
0x83056b238920	\Windows\System32\Windows.Graphics.dll
0x83056b238c40	\$Directory
0x83056b238dd0	\Endpoint
0x83056b2390f0	\Windows\System32\usermgr.dll
0x83056b239410	\CMNotify
0x83056b2395a0	\Windows\System32\policymanager.dll
0x83056b239730	\Windows\System32\winevt\Logs\System.evtx
0x83056b2398c0	\CMNotify
0x83056b239a50	\Windows\System32\AppXDeploymentClient.dll
0x83056b239be0	\CMNotify
0x83056b239d70	\CMNotify
0x83056b23a090	\CMNotify
0x83056b23a220	\Endpoint
0x83056b23a3b0	\CMNotify
0x83056b23a540	\CMNotify
0x83056b23a6d0	\Windows\System32\winnsi.dll
0x83056b23a860	\Windows\System32\UserMgrProxy.dll
0x83056b23a9f0	\CMNotify
0x83056b23ab80	\CMApi
0x83056b23ad10	\Windows\System32\actxprxy.dll
0x83056b23aea0	\Windows\System32\dhcpcore6.dll
0x83056b23b1c0	\Windows\System32\DispBroker.dll
0x83056b23b350	\CMNotify
0x83056b23b4e0	\Windows\System32\netjoin.dll
0x83056b23b670	\CMNotify
0x83056b23b800	\Windows\System32\WPTaskScheduler.dll
0x83056b23bb20	\Windows\Fonts\segoeui.ttf
0x83056b23be40	\Windows\System32\StartTileData.dll
0x83056b23c160	\color
0x83056b23c2f0	\Windows\System32\DXCore.dll
0x83056b23c610	\CMNotify
0x83056b29a290	\Windows\System32\dhcpcsvc.dll
0x83056b29a420	\CMNotify
0x83056b29a5b0	\Windows\System32\en-US\svchost.exe.mui
0x83056b29a740	\CMNotify
0x83056b29a8d0	\CMNotify
0x83056b29aa60	\CMNotify
0x83056b29abf0	\Endpoint
0x83056b29ad80	\Endpoint
0x83056b29b0a0	\CMNotify
0x83056b29b550	\CMNotify
0x83056b29b6e0	\Windows\System32\NgcCtnr.dll
0x83056b29b870	\Windows\System32\VBoxDX.dll
0x83056b29ba00	\Windows\System32
0x83056b29c1d0	\Winsock2\CatalogChangeListener-1d8-0
0x83056b29c360	\Windows\System32\dhcpcsvc6.dll
0x83056b29c680	\CMNotify
0x83056b29c810	\Endpoint
0x83056b29c9a0	\Windows\System32\svchost.exe
0x83056b29cb30	\CMNotify
0x83056b29ccc0	\CMNotify
0x83056b29ce50	\Endpoint
0x83056b29d170	\Windows\System32\AppxPackaging.dll
0x83056b29d300	\CMNotify
0x83056b29d490	\CMNotify
0x83056b29d620	\CMNotify
0x83056b29d7b0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
0x83056b29d940	\CMNotify
0x83056b29ddf0	\$Directory
0x83056b29e110	\Windows\System32\taskhostw.exe
0x83056b29e2a0	\CMNotify
0x83056b29e430	\CMNotify
0x83056b29e8e0	\Windows\System32\PortableDeviceApi.dll
0x83056b29ec00	\Windows\System32\ssdpapi.dll
0x83056b29ed90	\Windows\System32\ncsi.dll
0x83056b29f0b0	\Windows\System32\winevt\Logs\Application.evtx
0x83056b29f240	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\vcruntime140_app.dll
0x83056b29f880	\CMNotify
0x83056b29fba0	\CMNotify
0x83056b29fec0	\Windows\System32\cabinet.dll
0x83056b2a01e0	\$Directory
0x83056b2a0370	\Windows\System32\nlasvc.dll
0x83056b2a0500	\Windows\System32\AudioSes.dll
0x83056b2a0690	\Windows\System32\wlanapi.dll
0x83056b2a0820	\CMNotify
0x83056b2a0b40	\Windows\System32\iertutil.dll
0x83056b2a1180	\Windows\System32\en-US\taskhostw.exe.mui
0x83056b2a1310	\Windows\System32\cryptngc.dll
0x83056b2a14a0	\Windows\System32\MMDevAPI.dll
0x83056b2a1630	\Windows\System32\PCPKsp.dll
0x83056b2a17c0	\Windows\System32\capauthz.dll
0x83056b2a1950	\Windows\System32\netprofmsvc.dll
0x83056b2a1c70	\Windows\System32\VBoxService.exe
0x83056b2a2120	\Windows\System32
0x83056b2a22b0	\Windows\System32\en-US\svchost.exe.mui
0x83056b2a2440	\Windows\System32\SEMgrSvc.dll
0x83056b2a25d0	\CMApi
0x83056b2a28f0	\Windows\System32\urlmon.dll
0x83056b2a2c10	\Windows\System32\svchost.exe
0x83056b2a30c0	\Windows\System32\srvcli.dll
0x83056b2a3570	\Windows\System32
0x83056b2a3700	\Windows\System32\sysmain.dll
0x83056b2a3a20	\Windows\System32\winevt\Logs\Security.evtx
0x83056b2a3bb0	\AsyncSelectHlp
0x83056b2a3d40	\Windows\System32\secur32.dll
0x83056b2a41f0	\Windows\System32\winevt\Logs\Key Management Service.evtx
0x83056b2a4380	\Windows\System32\version.dll
0x83056b2a4510	\Windows\System32\themeservice.dll
0x83056b2a4830	\Windows\System32\winevt\Logs\OAlerts.evtx
0x83056b2a4ce0	\Windows\System32\mpr.dll
0x83056b2a5320	\CMNotify
0x83056b2a54b0	\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0x83056b2a5640	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83056b2a5960	\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x83056b2a5af0	\Windows\System32\Sens.dll
0x83056b2a5c80	\Windows\System32\es.dll
0x83056b2a5e10	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx
0x83056b2a62c0	\CMApi
0x83056b2a6450	\Windows\System32\winevt\Logs\Setup.evtx
0x83056b2a65e0	\Windows\System32\tbs.dll
0x83056b2a6770	\Windows\System32\winevt\Logs\HardwareEvents.evtx
0x83056b2a6900	\SwDevice
0x83056b2a6a90	\emicintopo
0x83056b2a6c20	\Windows\System32\en-US\AudioEndpointBuilder.dll.mui
0x83056b2a6db0	\CMNotify
0x83056b2a70d0	\AsyncConnectHlp
0x83056b2a7260	\SwDevice
0x83056b2a7580	\Windows\System32\Geolocation.dll
0x83056b2a7710	\Windows\System32\FntCache.dll
0x83056b2a78a0	\$Directory
0x83056b2a7a30	\Windows\System32\en-US\MMDevAPI.dll.mui
0x83056b2a7bc0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx
0x83056b2a7ee0	\Windows\System32\FontProvider.dll
0x83056b2a8200	\$Directory
0x83056b2a8390	\CMNotify
0x83056b2a8520	\Windows\System32\AudioEndpointBuilder.dll
0x83056b2a86b0	\MsFteWds
0x83056b2a8840	\SwDevice
0x83056b2a89d0	\CMNotify
0x83056b2a8b60	\CMNotify
0x83056b2a8cf0	\CMNotify
0x83056b2a8e80	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0x83056b2a91a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx
0x83056b2a9330	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat
0x83056b2a94c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0x83056b2a9650	\eheadphonetopo
0x83056b2a9970	\Windows\System32\en-US\propsys.dll.mui
0x83056b2a9b00	\Dev\Query
0x83056b2a9e20	\CMNotify
0x83056b344220	\Windows\System32\drivers\luafv.sys
0x83056b344390	\Windows\System32\drivers\wcifs.sys
0x83056b346a60	\$Directory
0x83056b347300	\Windows\System32\drivers\storqosflt.sys
0x83056b347d10	\Windows\System32\drivers\bindflt.sys
0x83056b348160	\Windows\System32\drivers\cldflt.sys
0x83056b34a6c0	\$PrepareToShrinkFileSize
0x83056b34b3b0	\$PrepareToShrinkFileSize
0x83056b34c660	\Windows\System32\drivers\mslldp.sys
0x83056b34cc20	\Windows\System32\drivers\rspndr.sys
0x83056b34d630	\Windows\System32\drivers\wanarp.sys
0x83056b34da80	\Windows\System32\drivers\lltdio.sys
0x83056b43d100	\SwDevice
0x83056b43d290	\espeakertopo
0x83056b43d420	\Windows\System32\pnidui.dll
0x83056b43d5b0	\Windows\System32\en-US\shell32.dll.mui
0x83056b43d8d0	\Windows\System32\en-US\crypt32.dll.mui
0x83056b43da60	\eheadphonetopo
0x83056b43dd80	\Windows\System32\svchost.exe
0x83056b43e0a0	\Windows\Fonts\seguisb.ttf
0x83056b43e3c0	\Windows\Fonts\seguisb.ttf
0x83056b43e6e0	\Windows\Fonts
0x83056b43e870	\srvsvc
0x83056b43eb90	\Windows\System32\keepaliveprovider.dll
0x83056b43eeb0	\emicintopo
0x83056b43f360	\Users\rashmi\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x83056b43f4f0	\Windows\System32\en-US\pnidui.dll.mui
0x83056b43fcc0	\Windows\System32\WPDShServiceObj.dll
0x83056b43fe50	\Windows\System32
0x83056b440170	\Dev\Query
0x83056b440300	\Windows\System32\audiosrv.dll
0x83056b440490	\Users\rashmi\AppData\Local\Microsoft\Windows\WebCacheLock.dat
0x83056b440940	\Windows\System32\en-US\APMon.dll.mui
0x83056b440ad0	\Windows\System32\srchadmin.dll
0x83056b440df0	\Windows\System32\en-US\bthprops.cpl.mui
0x83056b4412a0	\Windows\System32\en-US\KernelBase.dll.mui
0x83056b441430	\Windows\System32\AudioSrvPolicyManager.dll
0x83056b441750	\Windows\System32\windowsudk.shellcommon.dll
0x83056b4418e0	\Windows\System32\bthprops.cpl
0x83056b441a70	\Windows\System32\en-US\ESENT.dll.mui
0x83056b441c00	\Windows\System32\DictationManager.dll
0x83056b4420b0	\Windows\System32\en-US\svchost.exe.mui
0x83056b4426f0	\CMApi
0x83056b442880	\Dev\Query
0x83056b442a10	\SwDevice
0x83056b442ba0	\CMNotify
0x83056b442d30	\Windows\System32\cscobj.dll
0x83056b4431e0	\Windows\Fonts\consola.ttf
0x83056b443370	\Windows\System32\RuntimeBroker.exe
0x83056b443500	\Windows\System32\ShellCommonCommonProxyStub.dll
0x83056b443b40	\lsass
0x83056b443cd0	\espeakerwave
0x83056b443e60	\Windows\System32\CertPolEng.dll
0x83056b444180	\Windows\System32\PCShellCommonProxyStub.dll
0x83056b4444a0	\CMNotify
0x83056b444630	\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.891eea7a-ced2-498d-8ae8-55d8fc8d44fb.1.etl
0x83056b4447c0	\SwDevice
0x83056b444c70	\CMNotify
0x83056b445120	\$Directory
0x83056b4452b0	\$Directory
0x83056b445440	\emicintopo
0x83056b445470	哈歄茅￿哈歄茅￿
0x83056b4455d0	\SwDevice
0x83056b445760	\SwDevice
0x83056b4458f0	\Users\rashmi\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat
0x83056b445c10	\espeakertopo
0x83056b4460c0	\eheadphonetopo
0x83056b446250	\CMNotify
0x83056b4463e0	\CMNotify
0x83056b446570	\Windows\System32\SyncCenter.dll
0x83056b446700	\Windows\System32\Windows.StateRepository.dll
0x83056b446bb0	\emicinwave
0x83056b446d40	\Windows\System32\en-US\KernelBase.dll.mui
0x83056b446ed0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x83056b4471f0	\CMNotify
0x83056b447380	\Windows\System32\winevt\Logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx
0x83056b447510	\$Directory
0x83056b4476a0	\$Directory
0x83056b4479c0	\Windows\System32\winevt\Logs\Microsoft-Windows-User Device Registration%4Admin.evtx
0x83056b447b50	\Windows\System32\winrnr.dll
0x83056b447ce0	\Windows\System32\en-US\combase.dll.mui
0x83056b447e70	\Windows\System32\CompPkgSup.dll
0x83056b448320	\Windows\System32\en-US\AudioSrv.dll.mui
0x83056b4484b0	\Windows\System32\Windows.Media.Devices.dll
0x83056b448640	\Windows\System32\svchost.exe
0x83056b4487d0	\CMNotify
0x83056b448960	\Windows\System32
0x83056b448e10	\Windows\System32\HrtfApo.dll
0x83056b449130	\Windows\System32\en-US\imapi2.dll.mui
0x83056b4492c0	\Windows\System32\en-US\svchost.exe.mui
0x83056b4495e0	\Windows\System32\StateRepository.Core.dll
0x83056b449770	\CMNotify
0x83056b449900	\Windows\System32\en-US\gpsvc.dll.mui
0x83056b449c20	\Windows\System32\en-US\svchost.exe.mui
0x83056b44a260	\CMApi
0x83056b44a3f0	\Windows\System32\svchost.exe
0x83056b44a580	\Endpoint
0x83056b44a710	\Windows\System32\en-US\KernelBase.dll.mui
0x83056b44aa30	\Windows\System32
0x83056b44ad50	\Windows\System32\dnsrslvr.dll
0x83056b44aee0	\Windows\System32\FWPUCLNT.DLL
0x83056b44b390	\Windows\System32
0x83056b44b840	\Windows\System32\svchost.exe
0x83056b44be80	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x83056b44c1a0	\$Directory
0x83056b44c330	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx
0x83056b44c4c0	\Windows\System32\ProductEnumerator.dll
0x83056b44c7e0	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x83056b497290	\Windows\System32\inetpp.dll
0x83056b497420	\Users\rashmi\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.jfm
0x83056b4975b0	\Windows\System32\en-US\inetpp.dll.mui
0x83056b497bf0	\Windows\System32\ieframe.dll
0x83056b497d80	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy
0x83056b4980a0	\Windows\Fonts\segoeui.ttf
0x83056b498230	\Windows\System32\dui70.dll
0x83056b498870	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm
0x83056b498a00	\Windows\Fonts\segmdl2.ttf
0x83056b498b90	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-System.dat
0x83056b498d20	\Windows\System32\en-US\svchost.exe.mui
0x83056b4994f0	\Dev\Query
0x83056b499680	\Windows\System32\drivers\etc
0x83056b499810	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd
0x83056b4999a0	\Windows\System32
0x83056b49a170	\Windows\System32\en-US\mswsock.dll.mui
0x83056b49a490	\CMNotify
0x83056b49a940	\Windows\System32\en-US\winhttp.dll.mui
0x83056b49ac60	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp.dll
0x83056b49adf0	\Windows\System32\FamilySafetyExt.dll
0x83056b49b2a0	\Windows\System32\wcmsvc.dll
0x83056b49b430	\Windows\CSC\v2.0.6
0x83056b49b750	\Windows\System32\winhttp.dll
0x83056b49b8e0	\Windows\System32\Wpc.dll
0x83056b49ba70	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x83056b49bc00	\Windows\System32\dusmsvc.dll
0x83056b49c3d0	\Program Files\Common Files\microsoft shared\ClickToRun\RepoMan.dll
0x83056b49c560	\CMNotify
0x83056b49c880	\Windows\CSC
0x83056b49cba0	\Windows\System32\mobilenetworking.dll
0x83056b49cec0	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Management\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Management.dll
0x83056b49d1e0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\000059.ldb
0x83056b49d370	\Dev\Query
0x83056b49d500	\CMApi
0x83056b49d690	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Management\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Management.dll
0x83056b49d9b0	\Windows\System32\shsvcs.dll
0x83056b49e180	\Windows\System32\nrpsrv.dll
0x83056b49e4a0	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Management\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Management.dll
0x83056b49e630	\Windows\System32\spool\drivers\x64\PCC
0x83056b49e950	\Windows\System32\spool\drivers\x64\PCC
0x83056b49eae0	\Windows\System32\spool\drivers\x64\PCC
0x83056b49f120	\Windows\System32\winevt\Logs\Microsoft-Windows-HotspotAuth%4Operational.evtx
0x83056b49f760	\Windows\System32\spool\drivers\x64\PCC
0x83056b49fa80	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x83056b49fc10	\Windows\System32\CertEnroll.dll
0x83056b49fda0	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx
0x83056b4a00c0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83056b4a0250	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-NCrypt%4Operational.evtx
0x83056b4a03e0	\Windows\System32\en-US\KernelBase.dll.mui
0x83056b4a0890	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal
0x83056b4a0a20	\Windows\Fonts\segoeui.ttf
0x83056b4a1510	\$Directory
0x83056b4a1b50	\Windows\System32\en-US\spoolsv.exe.mui
0x83056b4a1ce0	\Windows\System32\spoolsv.exe
0x83056b4a1e70	\Windows\System32
0x83056b4a27d0	\$Directory
0x83056b4a3900	\Windows\System32\BitsProxy.dll
0x83056b4a3c20	\CMApi
0x83056b4a4260	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\vccorlib140_app.dll
0x83056b4a43f0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\msvcp140_app.dll
0x83056b4a4580	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx
0x83056b4a4bc0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Serv759bfb78#\e2ca4e2ddffdc0d0bda3f2ca65249790\System.ServiceProcess.ni.dll
0x83056b4a4d50	\Windows\Microsoft.NET\Framework64\v4.0.30319\WMINet_Utils.dll
0x83056b4a5390	\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx
0x83056b4a5840	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\vcruntime140_1_app.dll
0x83056b4a59d0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Drawing\567ff6b0de7f9dcd8111001e94ab7cf6\System.Drawing.ni.dll
0x83056b4a5cf0	\Windows\System32\pnrpnsp.dll
0x83056b4a61a0	\Windows\System32\icu.dll
0x83056b4a6330	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LayoutData.dll
0x83056b4a64c0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Windows.Forms\4ef7722680f0f79e12b1e79c0e445158\System.Windows.Forms.ni.dll
0x83056b4a6650	\Windows\System32\NapiNSP.dll
0x83056b4a6e20	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_3
